id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1005734,2,2016-05-30 18:36,2016-05-30 18:43,1,-73.99781799,40.72576904,-73.98558044,40.73843002,N,467
id0077099,1,2016-01-17 17:21,2016-01-17 17:29,4,-73.98339081,40.76092529,-73.97612,40.75157928,N,479
id0869926,2,2016-04-20 8:06,2016-04-20 8:13,1,-73.99018097,40.7562561,-73.97743988,40.75507355,N,451
id0693085,2,2016-01-31 1:03,2016-01-31 1:11,6,-73.94641113,40.77694702,-73.97729492,40.76597977,N,477
id2331330,2,2016-04-09 23:59,2016-04-10 0:07,2,-73.94963074,40.78551102,-73.96748352,40.7983284,N,464
id2637514,1,2016-04-17 21:50,2016-04-17 21:58,1,-73.99141693,40.75593185,-73.97364807,40.7487793,N,458
id1726357,1,2016-02-17 9:46,2016-02-17 9:54,1,-73.99554443,40.74470139,-74.00481415,40.73027039,N,484
id3913234,1,2016-06-08 14:15,2016-06-08 14:23,1,-73.98805237,40.7793045,-73.96889496,40.78674316,N,473
id2771717,2,2016-04-09 0:19,2016-04-09 0:27,1,-73.9860611,40.72642136,-73.98018646,40.74251175,N,482
id3957981,1,2016-05-01 2:11,2016-05-01 2:19,2,-73.9628067,40.67462921,-73.98434448,40.68688965,N,477
id0330225,2,2016-04-10 2:04,2016-04-10 2:12,1,-74.00559235,40.74108887,-74.00984955,40.72618866,N,468
id3059057,2,2016-02-15 8:35,2016-02-15 8:43,1,-74.00771332,40.70970154,-73.99752808,40.72346115,N,494
id0854349,1,2016-03-04 13:54,2016-03-04 14:02,1,-73.97468567,40.74188614,-73.97151184,40.757164,N,491
id2094518,2,2016-06-19 12:22,2016-06-19 12:29,2,-73.96730804,40.7722702,-73.97753143,40.75400162,N,474
id3889398,1,2016-01-04 15:17,2016-01-04 15:25,1,-74.00008392,40.75380325,-74.007164,40.73994064,N,484
id1271225,1,2016-01-09 1:50,2016-01-09 1:58,1,-73.98078156,40.77484512,-73.9556427,40.78783798,N,467
id1220522,2,2016-03-12 20:20,2016-03-12 20:28,2,-73.96218109,40.77925873,-73.9539566,40.77484131,N,474
id3009130,1,2016-02-09 21:28,2016-02-09 21:36,1,-73.99375153,40.7414856,-73.98947144,40.75783157,N,476
id2674993,2,2016-01-24 14:28,2016-01-24 14:36,1,-73.98059845,40.75092697,-73.97380829,40.76438141,N,452
id1186974,2,2016-03-20 4:13,2016-03-20 4:20,6,-73.98751068,40.75974655,-73.98588562,40.77971268,N,464
id1940245,1,2016-04-01 14:36,2016-04-01 14:44,1,-73.984375,40.7153511,-73.98459625,40.72860336,N,486
id0890633,1,2016-01-25 17:41,2016-01-25 17:49,1,-74.00637817,40.73220444,-73.99549866,40.73432541,N,474
id2550877,2,2016-06-06 17:30,2016-06-06 17:38,2,-74.00646973,40.7422905,-73.99497223,40.75526047,N,477
id3103882,1,2016-01-02 0:56,2016-01-02 1:03,1,-73.96573639,40.80530548,-73.94674683,40.82637024,N,464
id2151872,1,2016-01-15 22:17,2016-01-15 22:24,2,-73.98703003,40.76079941,-73.97173309,40.75623322,N,469
id1030768,2,2016-06-07 19:20,2016-06-07 19:28,1,-73.98529053,40.74132156,-73.98406982,40.75072098,N,450
id3999243,1,2016-01-16 16:53,2016-01-16 17:01,4,-73.97264862,40.75593567,-73.98960876,40.76274872,N,487
id2928370,1,2016-03-02 20:20,2016-03-02 20:27,1,-73.97756195,40.73398209,-73.98679352,40.73869705,N,462
id2419329,2,2016-02-29 17:03,2016-02-29 17:10,5,-73.97441864,40.73675156,-73.98155975,40.74983978,N,453
id2124818,2,2016-03-27 16:16,2016-03-27 16:24,1,-73.96479034,40.80661011,-73.9485321,40.82228088,N,465
id1385149,2,2016-04-16 10:36,2016-04-16 10:45,5,-74.00779724,40.71036911,-73.98462677,40.71020126,N,497
id1783421,1,2016-02-17 14:23,2016-02-17 14:32,1,-74.00997162,40.72166824,-73.99922943,40.74165726,N,495
id3073324,2,2016-06-27 11:19,2016-06-27 11:27,2,-73.9553833,40.77955246,-73.9520874,40.78386307,N,486
id1052152,2,2016-02-13 10:22,2016-02-13 10:30,1,-73.97248077,40.76234818,-73.9936142,40.770401,N,453
id2655363,1,2016-04-19 18:39,2016-04-19 18:47,1,-73.95915222,40.78043365,-73.94099426,40.8021431,N,493
id2372186,1,2016-02-07 12:06,2016-02-07 12:14,1,-73.99086761,40.74517059,-74.00521851,40.74119949,N,451
id3898359,1,2016-06-12 10:16,2016-06-12 10:24,1,-73.99254608,40.74929428,-73.98199463,40.76644516,N,454
id0034994,2,2016-02-18 23:23,2016-02-18 23:31,2,-73.99356842,40.72135162,-73.98114777,40.74142075,N,493
id3585712,2,2016-06-19 15:29,2016-06-19 15:37,6,-73.98207092,40.77632141,-73.96124268,40.79687881,N,495
id3854053,2,2016-06-11 2:10,2016-06-11 2:18,5,-73.95558929,40.77978134,-73.97760773,40.78414917,N,479
id2850524,2,2016-01-05 9:40,2016-01-05 9:48,6,-73.97927094,40.7497406,-73.96985626,40.76271057,N,493
id0589571,2,2016-04-17 20:11,2016-04-17 20:19,1,-73.99664307,40.7191391,-73.98471069,40.73134613,N,480
id1803899,2,2016-03-24 11:09,2016-03-24 11:18,2,-73.95181274,40.78469849,-73.94561005,40.77373886,N,498
id0773361,1,2016-01-08 19:09,2016-01-08 19:16,1,-74.00855255,40.73286819,-74.00131226,40.72924423,N,458
id3612497,1,2016-02-03 0:32,2016-02-03 0:40,1,-74.01021576,40.72106934,-74.00639343,40.70836639,Y,473
id3526272,2,2016-01-19 21:02,2016-01-19 21:10,1,-73.98607635,40.74917221,-73.98590851,40.75667191,N,468
id3094450,1,2016-01-30 23:04,2016-01-30 23:12,1,-73.97645569,40.76586914,-73.97571564,40.7867012,N,480
id2359327,2,2016-04-23 2:21,2016-04-23 2:29,2,-73.98934174,40.74586105,-73.98706055,40.76089478,N,455
id0540753,2,2016-04-08 22:15,2016-04-08 22:23,1,-73.99588013,40.7538681,-74.00193787,40.7376709,N,466
id0065731,1,2016-06-15 12:20,2016-06-15 12:28,1,-73.95233917,40.7783165,-73.96351624,40.77707672,N,481
id0514744,2,2016-05-07 12:22,2016-05-07 12:30,2,-73.99427795,40.72689056,-74.00285339,40.723629,N,452
id3537279,2,2016-03-29 13:22,2016-03-29 13:30,1,-73.95713043,40.78319168,-73.95657349,40.77225876,N,472
id0957275,2,2016-06-05 13:51,2016-06-05 13:58,1,-74.0010376,40.74246597,-73.99456787,40.7507782,N,460
id0556795,2,2016-04-04 16:56,2016-04-04 17:04,6,-73.96096802,40.76086044,-73.95575714,40.77709961,N,472
id1490725,2,2016-04-19 10:40,2016-04-19 10:49,1,-73.95217896,40.77743149,-73.96203613,40.77967834,N,495
id1842592,1,2016-05-05 8:23,2016-05-05 8:31,1,-73.98470306,40.74862289,-73.98739624,40.7562294,N,455
id1182918,2,2016-03-30 13:55,2016-03-30 14:02,1,-73.95436096,40.76990891,-73.95506287,40.77986145,N,466
id3233641,2,2016-01-05 10:45,2016-01-05 10:53,1,-73.98834229,40.72409058,-73.97972107,40.72681046,N,482
id2689234,1,2016-05-01 20:54,2016-05-01 21:02,1,-74.00049591,40.73728943,-73.98331451,40.73494339,N,468
id3351508,1,2016-03-14 13:47,2016-03-14 13:55,1,-73.96520996,40.75515366,-73.95952606,40.76837921,N,459
id3261882,1,2016-03-20 15:31,2016-03-20 15:38,1,-73.95764923,40.76599884,-73.97273254,40.76243973,N,455
id3203323,1,2016-03-23 20:26,2016-03-23 20:34,4,-74.00295258,40.71813965,-73.99028778,40.72971725,N,488
id1353186,1,2016-01-23 0:08,2016-01-23 0:16,1,-73.95944214,40.76322174,-73.96949768,40.78543472,N,495
id0023167,1,2016-02-06 16:17,2016-02-06 16:25,2,-73.95837402,40.77583694,-73.94664764,40.78314209,N,488
id2405005,2,2016-02-06 20:13,2016-02-06 20:21,2,-73.99009705,40.76179123,-74.00481415,40.75170135,N,483
id0782971,2,2016-06-24 21:56,2016-06-24 22:04,1,-73.98764038,40.76538086,-73.9775238,40.75376892,N,471
id1779380,2,2016-02-17 18:43,2016-02-17 18:51,5,-73.99324799,40.71918106,-73.99263763,40.73060989,N,493
id3273859,1,2016-06-02 16:38,2016-06-02 16:46,1,-73.98875427,40.77413559,-73.97946167,40.78664398,N,462
id2072264,1,2016-05-18 17:12,2016-05-18 17:20,1,-73.95832062,40.7646637,-73.9709549,40.75819778,N,494
id3210657,2,2016-05-17 21:53,2016-05-17 22:00,2,-73.95829773,40.71339035,-73.99272919,40.72005081,N,450
id3626451,2,2016-01-16 9:24,2016-01-16 9:32,1,-73.95104218,40.7791214,-73.96643066,40.76245117,N,498
id2635445,2,2016-01-31 12:44,2016-01-31 12:51,6,-73.99978638,40.72521973,-74.00695801,40.71517944,N,454
id3713540,2,2016-06-13 14:14,2016-06-13 14:22,3,-73.98815918,40.72372055,-73.97657013,40.73955154,N,466
id1312272,1,2016-05-06 2:22,2016-05-06 2:30,1,-73.98886871,40.7271843,-73.99417877,40.71227264,N,475
id0775115,2,2016-06-21 21:26,2016-06-21 21:34,4,-73.99133301,40.74491882,-74.00743866,40.74095917,N,479
id3466447,2,2016-02-11 19:44,2016-02-11 19:52,2,-73.99562836,40.72647095,-73.98396301,40.72951889,N,493
id1006156,2,2016-03-29 10:00,2016-03-29 10:07,1,-73.97702026,40.75349426,-73.98167419,40.76270294,N,477
id1677776,1,2016-03-27 12:14,2016-03-27 12:22,1,-73.93828583,40.7922821,-73.95238495,40.80215836,N,471
id3773938,1,2016-05-02 17:21,2016-05-02 17:29,1,-74.00905609,40.70397949,-74.01673889,40.70936584,N,480
id2776583,1,2016-03-14 22:01,2016-03-14 22:09,1,-73.97940063,40.76134872,-73.95359039,40.77933121,N,484
id1697082,1,2016-04-11 16:11,2016-04-11 16:20,1,-73.97207642,40.76338959,-73.95399475,40.77547073,N,488
id0569746,2,2016-01-21 10:37,2016-01-21 10:45,1,-73.96620941,40.75875854,-73.97241211,40.74951172,N,466
id2300720,1,2016-04-11 7:48,2016-04-11 7:56,1,-73.88845062,40.76699829,-73.91588593,40.77023697,N,475
id1133845,1,2016-03-21 6:10,2016-03-21 6:18,1,-73.99002838,40.71930313,-74.01021576,40.72001266,N,481
id2869938,2,2016-05-26 7:54,2016-05-26 8:02,1,-73.99817657,40.6823616,-73.98658752,40.68930054,N,496
id3315638,1,2016-01-10 15:22,2016-01-10 15:30,2,-73.98861694,40.75624847,-73.98348236,40.75016785,N,455
id3438709,2,2016-02-29 19:38,2016-02-29 19:46,3,-73.97332001,40.75369644,-73.98117828,40.74616241,N,477
id2757331,2,2016-03-23 11:22,2016-03-23 11:30,6,-74.00734711,40.70553207,-74.00213623,40.71520233,N,457
id2060189,1,2016-03-07 18:47,2016-03-07 18:55,1,-73.99217224,40.74902725,-73.98085022,40.74219513,N,472
id3042876,1,2016-01-30 21:56,2016-01-30 22:03,1,-73.98825836,40.718647,-73.98308563,40.7304306,N,458
id1598352,2,2016-02-01 21:32,2016-02-01 21:40,5,-73.96176147,40.76830673,-73.96565247,40.79025269,N,479
id1894624,2,2016-04-03 11:50,2016-04-03 11:58,2,-73.97324371,40.76473618,-73.95857239,40.78329086,N,458
id3385753,1,2016-02-22 12:13,2016-02-22 12:21,1,-74.01411438,40.71157837,-74.00283813,40.73104095,N,485
id1806977,2,2016-06-20 13:32,2016-06-20 13:40,1,-73.97702026,40.75076294,-73.98628998,40.7460289,N,456
id3174547,2,2016-02-07 9:27,2016-02-07 9:35,1,-73.97402191,40.78396225,-73.98205566,40.76043701,N,496
id2719253,1,2016-02-23 23:15,2016-02-23 23:22,1,-73.98834991,40.73783112,-73.98079681,40.72584152,N,453
id3537519,1,2016-01-19 20:41,2016-01-19 20:49,2,-73.9839859,40.7597847,-73.96794891,40.75637817,N,463
id1870209,2,2016-02-25 6:33,2016-02-25 6:41,1,-73.96954346,40.76034164,-73.98422241,40.75510025,N,459
id1738783,1,2016-03-03 21:52,2016-03-03 22:00,1,-73.99173737,40.75980759,-73.97958374,40.77531815,N,467
id1080061,2,2016-02-15 22:33,2016-02-15 22:41,1,-73.9969635,40.74732971,-73.97837067,40.75255966,N,483
id0525998,2,2016-06-02 5:37,2016-06-02 5:45,1,-74.00962067,40.71266174,-73.98551178,40.7531395,N,460
id3893702,1,2016-06-16 19:20,2016-06-16 19:28,1,-73.9552002,40.78295898,-73.97342682,40.78686905,N,470
id1335766,1,2016-06-21 18:59,2016-06-21 19:07,1,-73.94743347,40.8153038,-73.93770599,40.804245,N,484
id0574131,2,2016-04-09 18:50,2016-04-09 18:59,1,-73.971138,40.76697159,-73.95683289,40.7864418,N,496
id0185088,2,2016-04-14 22:52,2016-04-14 23:00,4,-74.0015564,40.73094559,-73.97730255,40.72582626,N,492
id2767880,2,2016-05-01 21:01,2016-05-01 21:09,1,-73.98551178,40.74725342,-73.97380066,40.76466751,N,498
id2876145,2,2016-03-06 11:15,2016-03-06 11:23,2,-73.96691132,40.7639389,-73.98441315,40.74916077,N,463
id1693010,2,2016-05-12 18:32,2016-05-12 18:40,1,-73.96183014,40.79563904,-73.95241547,40.78970718,N,481
id1538059,2,2016-04-07 14:20,2016-04-07 14:28,2,-73.95703888,40.76599884,-73.9498291,40.78426743,N,485
id2479744,1,2016-04-21 18:11,2016-04-21 18:19,1,-73.98035431,40.72472763,-73.98993683,40.73386383,N,494
id3029303,2,2016-02-17 7:36,2016-02-17 7:44,2,-73.96002197,40.770401,-73.97537994,40.77852631,N,481
id2043214,2,2016-02-08 21:20,2016-02-08 21:28,1,-73.98258209,40.76753235,-73.97106171,40.79308701,N,483
id0663651,1,2016-05-30 19:11,2016-05-30 19:19,1,-73.96477509,40.76018143,-73.9817276,40.76280975,N,498
id3394496,2,2016-03-05 13:39,2016-03-05 13:47,1,-73.98349762,40.7660408,-73.96234894,40.76717377,N,463
id1465065,1,2016-06-18 21:53,2016-06-18 22:00,1,-73.97100067,40.7648201,-73.95607758,40.78170395,N,451
id2792168,2,2016-05-16 18:13,2016-05-16 18:21,3,-74.01147461,40.71025848,-73.99909973,40.72484589,N,486
id2516923,2,2016-03-12 16:26,2016-03-12 16:34,1,-73.97663879,40.7640686,-73.97737885,40.74870682,N,477
id2608157,2,2016-05-20 10:39,2016-05-20 10:48,1,-73.95413971,40.77051926,-73.95851135,40.78158569,N,495
id1115146,1,2016-01-10 19:39,2016-01-10 19:47,2,-73.95282745,40.77244568,-73.98055267,40.77511597,N,478
id2981779,2,2016-04-24 17:31,2016-04-24 17:39,2,-73.98799896,40.75899887,-73.98268127,40.77725983,N,476
id1600555,2,2016-04-14 13:36,2016-04-14 13:44,4,-73.98497772,40.72188568,-73.99190521,40.72637177,N,499
id0791249,2,2016-04-11 21:17,2016-04-11 21:25,1,-73.99443817,40.74583054,-74.00927734,40.7477684,N,456
id2221981,1,2016-04-09 22:29,2016-04-09 22:37,1,-73.95668793,40.77515411,-73.95207977,40.79813766,N,485
id1196616,2,2016-01-10 0:19,2016-01-10 0:27,5,-73.99732971,40.74196243,-74.00629425,40.7334137,N,496
id0122093,1,2016-04-24 17:18,2016-04-24 17:26,1,-73.9903717,40.75146484,-73.97888947,40.73700333,N,477
id1661727,2,2016-04-24 13:34,2016-04-24 13:42,1,-73.98152161,40.76782608,-73.99507141,40.75522614,N,482
id2867640,1,2016-05-27 19:14,2016-05-27 19:22,1,-73.96678162,40.78900146,-73.96391296,40.77112961,N,479
id0619395,2,2016-01-12 11:17,2016-01-12 11:25,1,-73.98851776,40.74878693,-73.97679901,40.76418686,N,477
id2974777,1,2016-03-11 17:39,2016-03-11 17:47,2,-74.00247955,40.74145126,-73.99443817,40.73200226,N,493
id2580248,2,2016-05-16 21:43,2016-05-16 21:51,1,-74.00164032,40.73085022,-73.9834137,40.75606155,N,466
id3932162,1,2016-05-08 19:22,2016-05-08 19:30,1,-73.97727966,40.78440857,-73.95088959,40.77490616,N,459
id1054727,2,2016-03-29 10:59,2016-03-29 11:08,1,-73.89395142,40.76854324,-73.91255951,40.77477646,N,498
id0265948,2,2016-06-27 17:08,2016-06-27 17:16,5,-73.98249817,40.75693512,-73.97214508,40.76137543,N,454
id1483692,1,2016-05-15 18:09,2016-05-15 18:16,1,-73.99407959,40.72704697,-73.98000336,40.72261047,N,459
id0270930,1,2016-02-11 21:05,2016-02-11 21:13,1,-74.00246429,40.73436737,-74.01161957,40.71485901,N,475
id0916260,2,2016-01-05 0:55,2016-01-05 1:03,6,-73.76741028,40.65641022,-73.86546326,40.66921997,N,465
id0602882,2,2016-05-14 10:59,2016-05-14 11:08,1,-74.00692749,40.73457336,-74.00836182,40.74914169,N,494
id3353405,2,2016-03-27 7:07,2016-03-27 7:16,1,-73.98134613,40.72515488,-73.99914551,40.73424149,N,496
id3114392,1,2016-01-11 17:13,2016-01-11 17:21,2,-73.96359253,40.77427673,-73.96752167,40.76631165,N,462
id1915035,2,2016-02-14 20:42,2016-02-14 20:50,1,-73.98381042,40.77368927,-73.98169708,40.78369141,N,499
id2632902,1,2016-06-05 17:56,2016-06-05 18:04,1,-73.98641968,40.722435,-73.9967804,40.7152977,N,472
id1599774,1,2016-01-29 21:43,2016-01-29 21:50,2,-73.98815918,40.74342728,-73.97934723,40.76182556,N,470
id2085202,2,2016-02-26 2:54,2016-02-26 3:03,1,-73.96381378,40.67773819,-73.95404816,40.69035339,N,493
id2085894,1,2016-04-08 18:58,2016-04-08 19:06,2,-73.98979187,40.76040649,-73.98220825,40.76284027,N,473
id2319285,2,2016-03-01 19:55,2016-03-01 20:03,1,-73.95536041,40.77701187,-73.96499634,40.79281998,N,491
id3455342,1,2016-04-26 16:13,2016-04-26 16:21,1,-73.98573303,40.74343109,-73.99440765,40.75012207,N,464
id0591624,1,2016-04-28 0:14,2016-04-28 0:21,1,-74.00513458,40.71918869,-74.0058136,40.73586273,N,454
id0108981,2,2016-06-19 4:35,2016-06-19 4:43,1,-74.02307892,40.63559341,-73.99957275,40.67376709,N,472
id1345786,2,2016-02-01 9:33,2016-02-01 9:41,2,-73.9872818,40.76084518,-73.99983978,40.75883102,N,489
id3068181,2,2016-03-20 3:51,2016-03-20 3:59,1,-73.95082855,40.7792511,-73.98082733,40.76496124,N,464
id2918138,2,2016-03-21 0:47,2016-03-21 0:55,3,-73.97466278,40.79322052,-73.93988037,40.847229,N,475
id0987649,1,2016-02-03 17:13,2016-02-03 17:22,1,-73.98638916,40.73992157,-73.97498322,40.74445343,N,489
id3502485,1,2016-02-28 13:37,2016-02-28 13:45,1,-73.9627533,40.76990891,-73.98171234,40.7436142,N,468
id3695118,1,2016-01-30 10:42,2016-01-30 10:49,1,-73.9726181,40.74482727,-73.97782135,40.7628746,N,450
id3708243,2,2016-05-01 11:30,2016-05-01 11:38,5,-73.98143005,40.74117661,-73.96958923,40.76280212,N,460
id0034825,1,2016-03-01 14:19,2016-03-01 14:27,1,-73.97597504,40.74465179,-73.99524689,40.72813034,N,480
id0662016,1,2016-05-28 0:13,2016-05-28 0:21,1,-73.9895401,40.71913528,-73.98514557,40.73160172,N,493
id2302821,1,2016-01-03 6:48,2016-01-03 6:55,1,-74.00338745,40.727108,-73.98112488,40.76945496,N,455
id3219109,2,2016-01-27 20:31,2016-01-27 20:39,1,-73.98135376,40.75619125,-73.98052216,40.77499771,N,487
id3393406,1,2016-03-05 14:58,2016-03-05 15:06,4,-73.96505737,40.77514648,-73.97357178,40.76262283,N,497
id2320729,1,2016-05-25 8:45,2016-05-25 8:52,1,-73.99417114,40.74591446,-73.98347473,40.75062943,N,455
id3031348,1,2016-06-07 21:28,2016-06-07 21:36,1,-73.9740448,40.75994873,-73.97133636,40.7816124,N,487
id1546230,1,2016-04-05 15:34,2016-04-05 15:42,1,-73.96678162,40.76725006,-73.97436523,40.757061,N,476
id1072296,2,2016-04-10 21:02,2016-04-10 21:10,1,-73.98743439,40.75025558,-73.98446655,40.76678848,N,473
id2406433,2,2016-04-24 2:22,2016-04-24 2:30,1,-73.98677826,40.71960831,-73.99137878,40.73517227,N,453
id2623918,1,2016-04-09 20:56,2016-04-09 21:05,1,-73.97158051,40.75422668,-73.95567322,40.77277756,N,492
id3374956,1,2016-03-04 14:18,2016-03-04 14:25,2,-73.9878006,40.75577927,-73.99073029,40.74217224,N,465
id2271429,2,2016-01-21 0:53,2016-01-21 1:01,1,-73.98629761,40.73043442,-73.97838593,40.71353149,N,464
id1124848,1,2016-03-06 12:24,2016-03-06 12:32,1,-73.99204254,40.74520493,-73.99288177,40.75294495,N,452
id1366845,1,2016-03-11 17:15,2016-03-11 17:22,1,-74.00605011,40.70559311,-73.97663116,40.71921539,N,459
id1229198,2,2016-03-28 18:06,2016-03-28 18:14,1,-73.96131897,40.77381134,-73.97725677,40.76114655,N,483
id1306785,1,2016-04-11 17:41,2016-04-11 17:49,1,-73.97357178,40.76376343,-73.9853363,40.74951172,N,487
id0904022,2,2016-05-16 21:58,2016-05-16 22:06,1,-73.9814682,40.76372147,-73.99446106,40.74520874,N,479
id2267216,1,2016-02-06 23:30,2016-02-06 23:37,3,-73.96912384,40.75845337,-73.9655838,40.77442932,N,455
id1298671,2,2016-06-29 20:10,2016-06-29 20:17,1,-73.99127197,40.74237061,-73.9801712,40.75973129,N,465
id0831476,2,2016-06-23 13:28,2016-06-23 13:35,1,-73.9618988,40.77626038,-73.95381165,40.77090836,N,454
id1101933,2,2016-05-11 20:51,2016-05-11 20:59,1,-73.95580292,40.77932358,-73.98032379,40.77310562,N,473
id3329464,1,2016-01-21 8:10,2016-01-21 8:18,1,-73.96139526,40.76021576,-73.9728241,40.75868988,N,495
id2057989,2,2016-05-07 14:41,2016-05-07 14:50,2,-73.98207092,40.77199936,-73.96598053,40.79513931,N,488
id3605536,1,2016-05-27 14:33,2016-05-27 14:41,1,-73.94989014,40.72226715,-73.95604706,40.7158432,N,462
id0871572,1,2016-03-25 15:10,2016-03-25 15:18,1,-73.97274017,40.78088379,-73.97918701,40.76263046,Y,490
id0494116,1,2016-04-14 8:26,2016-04-14 8:35,1,-74.01609039,40.7049675,-74.01360321,40.71511841,N,499
id3826170,2,2016-06-03 22:06,2016-06-03 22:14,2,-74.00061035,40.74623108,-73.99038696,40.76646042,N,494
id2282322,1,2016-06-08 20:39,2016-06-08 20:47,2,-73.97380066,40.7791748,-73.95635986,40.77136612,N,489
id0600699,2,2016-06-17 16:05,2016-06-17 16:13,1,-73.98962402,40.73376846,-73.99490356,40.74006653,N,499
id3220993,2,2016-03-23 17:01,2016-03-23 17:09,1,-73.96617889,40.75838089,-73.9834137,40.73451614,N,458
id3511822,1,2016-02-29 22:07,2016-02-29 22:15,2,-73.98574829,40.7588768,-73.96963501,40.75691223,N,477
id1359626,1,2016-01-28 14:54,2016-01-28 15:02,1,-73.87499237,40.77390671,-73.87499237,40.77390671,N,453
id2042904,1,2016-02-02 18:24,2016-02-02 18:32,2,-73.98171234,40.78023529,-73.97969055,40.77243805,N,459
id2788993,2,2016-03-10 15:46,2016-03-10 15:54,5,-73.95907593,40.76372528,-73.94659424,40.78051758,N,472
id2638804,1,2016-02-28 12:35,2016-02-28 12:43,1,-73.98949432,40.74162674,-73.99254608,40.72470856,N,455
id0188143,2,2016-01-25 7:05,2016-01-25 7:12,1,-73.99343872,40.74763107,-73.99719238,40.72454834,N,467
id2242273,1,2016-05-08 1:16,2016-05-08 1:23,1,-73.98704529,40.75635529,-74.00239563,40.73404312,N,452
id0147917,2,2016-04-29 18:12,2016-04-29 18:20,1,-73.98594666,40.71057892,-74.01101685,40.70344925,N,468
id2214062,2,2016-04-17 22:34,2016-04-17 22:42,1,-73.98293304,40.76177979,-73.99324036,40.75231934,N,484
id2158116,1,2016-06-29 8:24,2016-06-29 8:32,1,-73.96823883,40.75855637,-73.95524597,40.77702332,N,472
id0679550,1,2016-01-20 22:59,2016-01-20 23:07,1,-73.99141693,40.75125122,-73.98321533,40.75623322,N,462
id0444523,2,2016-04-15 12:39,2016-04-15 12:46,1,-73.99923706,40.74438095,-73.99497223,40.75013733,N,464
id3201463,1,2016-04-16 13:54,2016-04-16 14:02,1,-73.97214508,40.79395676,-73.94689178,40.83490753,N,487
id3951099,2,2016-03-28 13:02,2016-03-28 13:09,1,-73.99920654,40.73845673,-73.98866272,40.74118805,N,452
id3502724,2,2016-04-23 6:43,2016-04-23 6:51,3,-73.9495697,40.78070831,-73.97184753,40.74633026,N,482
id1922706,2,2016-05-27 7:46,2016-05-27 7:54,1,-73.96650696,40.77339935,-73.98085785,40.7593689,N,468
id0295506,1,2016-01-09 17:19,2016-01-09 17:28,1,-73.96227264,40.76717758,-73.97071838,40.75191879,N,495
id3661943,1,2016-03-05 23:39,2016-03-05 23:47,1,-74.00788116,40.71717834,-74.00574493,40.74048615,N,486
id2212770,1,2016-01-15 17:20,2016-01-15 17:28,1,-73.9940033,40.75119019,-73.99680328,40.76124191,N,484
id1673488,2,2016-02-06 18:53,2016-02-06 19:00,1,-73.95345306,40.77542114,-73.96656799,40.76699066,N,475
id0019104,2,2016-04-18 9:54,2016-04-18 10:02,1,-73.98564148,40.75941467,-73.97445679,40.76280975,N,495
id0688080,2,2016-05-20 9:23,2016-05-20 9:31,2,-73.99340057,40.75725555,-73.99417877,40.74765778,N,478
id3272063,1,2016-02-01 20:24,2016-02-01 20:32,1,-73.95134735,40.77018356,-73.96955109,40.76026535,N,485
id0673989,1,2016-06-02 13:15,2016-06-02 13:23,1,-73.97798157,40.7570076,-73.99449921,40.74370575,N,468
id0899645,1,2016-04-29 18:23,2016-04-29 18:31,4,-73.97293091,40.74350739,-73.9729538,40.75033188,N,492
id1742528,2,2016-01-24 22:53,2016-01-24 23:01,1,-73.99362946,40.74164963,-73.99648285,40.75592041,N,469
id1368794,1,2016-04-21 7:34,2016-04-21 7:41,1,-73.98978424,40.75667191,-73.99087524,40.74399567,N,466
id3390515,2,2016-05-10 21:18,2016-05-10 21:26,1,-73.96533966,40.75952148,-73.94671631,40.77629089,N,479
id1719996,2,2016-02-20 18:58,2016-02-20 19:05,2,-73.99198914,40.74900818,-74.00443268,40.7417984,N,453
id0968679,1,2016-06-05 21:52,2016-06-05 21:59,2,-73.78182983,40.64455414,-73.79943848,40.66727448,N,457
id2875784,1,2016-05-14 9:27,2016-05-14 9:35,1,-73.98756409,40.75955963,-74.00130463,40.75699234,N,477
id1397537,1,2016-05-17 11:47,2016-05-17 11:55,1,-73.97879028,40.75088882,-73.97510529,40.75826645,N,496
id0806288,2,2016-06-24 7:20,2016-06-24 7:28,1,-74.00245667,40.74494171,-73.98409271,40.75498962,N,481
id3300699,2,2016-06-22 17:29,2016-06-22 17:37,1,-73.98635101,40.74335861,-73.97840881,40.7485466,N,480
id2149544,2,2016-04-24 1:01,2016-04-24 1:09,1,-73.97278595,40.75496674,-73.99684143,40.7537117,N,478
id0317145,2,2016-06-18 18:26,2016-06-18 18:34,1,-73.95649719,40.77388382,-73.97166443,40.75506973,N,476
id0711565,1,2016-05-21 0:28,2016-05-21 0:36,1,-73.97756958,40.68432236,-73.98717499,40.69417572,N,487
id0192587,2,2016-05-08 0:16,2016-05-08 0:24,2,-73.99898529,40.73338318,-73.98775482,40.73321152,N,468
id1872234,2,2016-05-31 5:24,2016-05-31 5:32,6,-73.94365692,40.78895187,-73.96681976,40.76411819,N,475
id3386344,1,2016-02-28 17:17,2016-02-28 17:25,2,-74.00699615,40.70979309,-74.00999451,40.73240662,N,497
id0845354,2,2016-01-07 8:09,2016-01-07 8:17,1,-73.98066711,40.77101898,-73.98325348,40.78215027,N,464
id2688019,2,2016-02-12 12:13,2016-02-12 12:21,4,-73.99991608,40.74308395,-74.00450897,40.75149155,N,481
