Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_History_Months
19,Developer,14719.33,1289.070193202980,4,5,9,7,9,19,7.0,2421.78,37.49589839049630,Yes,148.10819233573400,124.7484058513760,229.14512527658200,Poor,184
23,Lawyer,28769.52,2575.46,4,7,2,0,20,15,3.0,413.08,36.09037759158200,No,0.0,64.09278219121840,443.4532178087820,Good,285
32,Media_Manager,68898.56,5549.546666666670,9,7,30,9,16,15,8.0,3234.47,37.70998900035170,Yes,498.0651867723190,81.16706061956860,215.72241927477900,Standard,7
24,Entrepreneur,21453.93,1600.8275,6,4,9,0,26,14,1.0,162.76,30.82307303008660,No,0.0,53.80543535354750,376.2773146464530,Standard,396
22,Scientist,33531.19,2930.265833333330,7,3,10,2,12,14,1.0,787.39,37.36210751099000,No,35.33500711126760,62.962188252752400,434.72938796931300,Good,333
44,Media_Manager,17191.27,1392.605833333330,9,247,26,9,62,22,8.0,4423.54,37.03850848430530,Yes,94.57430455931280,166.44382187994400,168.242456894076,Poor,110
44,Scientist,20721.78,1595.8150000000000,9,8,27,5,38,23,8.0,4730.33,35.301271889528200,Yes,75.3673708505764,178.85457070586400,195.35955844355900,Poor,164
29,Entrepreneur,14602.16,1222.8466666666700,10,8,33,7,50,21,8.0,4205.7,38.50049183665950,Yes,80.65111898262790,149.3446325789960,182.28891510504200,Standard,42
33,Doctor,61869.04,5098.753333333330,3,5,16,1,21,11,3.0,1065.89,39.86439269069580,No,50.85183516054400,251.17815077205000,487.84534740073900,Standard,390
36,Entrepreneur,39755.36,3188.9466666666700,9,10,27,9,54,24,11.0,1721.47,41.31964826568060,Yes,154.22821150292200,34.85221014470730,369.8142450190370,Poor,112
15,Mechanic,29388.66,2353.055,6,5,18,9,17,15,8.0,3777.68,21.317598115439500,Yes,139.98898741047000,313.3495331224840,71.96697946704660,Standard,9
46,Developer,7464.64,391.05333333333300,7,10,25,5,22,16,17.0,3802.67,27.203165259525000,Yes,21.84576228473840,36.75630543505480,260.50326561354000,Standard,113
37,Scientist,31608.12,2441.01,10,8,34,6,38,18,11.0,3487.36,26.01662430294100,Yes,83.09137986824520,166.6801852248040,284.32943490695100,Poor,82
44,Engineer,94158.69,7743.5575,1,4,3,4,27,5,4.0,1415.3,34.717869804671000,,204.3445223904460,500.4816789272680,359.52954868228600,Poor,398
32,,35694.33,2990.5275,8,7,19,4,30,14,1230.0,119.49,33.49091141918340,Yes,64.7114170986235,253.83496679617200,250.50636610520400,Standard,192
43,Doctor,33030.03,2604.5025,3,5,4,1,5,10,1.0,1289.96,30.039288431442100,No,22.901578650172100,89.38261799922020,418.16605335060800,Good,191
21,Scientist,29212.86,2494.405,5,4,7,1,8,8,4.0,37.16,26.00684531236120,No,19.328971997239500,249.90350887982300,270.20801912293700,Good,234
15,,8684.39,987.6991666666670,6,5,15,5,22,8,6.0,2587.35,32.37771623831750,Yes,29.983603521161600,19.53919096244590,309.2471221830590,Standard,85
29,Writer,19220.61,1881.7175,6,7,30,6,47,22,10.0,2668.97,33.173982035944600,,66.54971870576650,209.3273581200930,202.29467317414000,Poor,120
43,Engineer,9203.725,1048.9770833333300,10,5,18,7,42,21,8.0,2338.29,25.86788693910150,,31.49706645080070,88.80276044376250,264.59788143877000,Poor,97
22,Engineer,88014.39,7172.5325,4,5,17,2,13,13,1.0,1221.97,29.08890784183050,Yes,125.46648428785800,123.22500835641600,718.5617573557270,Standard,181
22,Musician,40762.39,3442.8658333333300,4,5,1,1,9,8,9.0,1212.17,39.606810715159700,No,24.23683311510030,209.4499745541680,390.5997756640650,Standard,301
28,Media_Manager,28381.96,2236.163333333330,6,6,25,7,29,12,7.0,2093.68,29.808561580423700,Yes,141.8330960316610,82.0528666388003,269.73037066287200,Poor,205
48,Engineer,121844.2,10265.683333333300,6,6,16,2,21,8,4.0,1265.84,27.12405440533480,Yes,162.66813859907500,243.17897097170200,860.7212237625570,Standard,249
14,Lawyer,133444.08,10847.340000000000,5,3,13,7,7,15,7.0,217.91,23.666943713317000,Yes,695.0831469185000,270.94841797329400,358.70243510820700,Standard,177
14,Writer,32511.02,2643.2516666666700,7,7,7,5,28,8,5.0,2523.65,40.03606860011190,Yes,45429.0,104.18364105253800,292.2731106723640,Standard,179
32,Mechanic,15026.04,1059.17,10,5,28,6,19,18,7.0,4062.77,28.763113303762900,Yes,39.47601126941030,46.49209448076990,309.9488942498200,Poor,149
30,Developer,165333.72,13867.81,1,3,8,2,13,1,3.0,868.51,35.09475816471160,No,189.46620988743200,191.87141721133200,1245.4433729012400,Good,290
16,Teacher,45491.7,3753.44458686965,3,7,20,3,20,20,7.0,634.36,29.738306453593500,Yes,381.9317546016070,233.34248594516800,353.9536725835750,Good,323
44,Writer,20780.41,1643.700833333330,7,7,29,2,11,9,9.0,2140.2,40.23063317679430,Yes,20.133652405023200,129.71901740030500,304.51741352800500,Poor,124
36,,17283.9,1360.325,182,3,6,4,3,16,8.0,759.22,28.19699523313090,Yes,55.01570932761870,176.85159911682500,194.1651915555560,Standard,228
37,Manager,127770.52,10430.543333333300,4,3,1,1,14,10,4.0,1213.59,38.76122979022630,No,92.25192420179120,923.5038588209490,297.2985503105930,Standard,347
20,Writer,9067.12,637.5933333333330,10,5,30,6,20,22,16.0,2563.0,32.43698036517190,Yes,39.71022376605860,32.57031226243500,251.4787973048400,Standard,38
25,Entrepreneur,12302.195,822.1829166666670,7,7,7,0,14,18,1.0,419.95,39.511374826509300,,0.0,66.35532374153760,305.8629679251290,Standard,240
30,Scientist,39141.08,3134.7566666666700,5,3,3,3,7,5,4.0,1226.61,33.72343785926060,,58.382491538309600,105.90713647380500,429.1860386545520,Good,363
21,Doctor,15167.62,1471.9683333333300,4,5,3,,4,4,3.0,847.03,28.705212544963200,No,9.930809053794940,197.47567929595400,229.7903449835850,Good,328
54,Teacher,27316.86,1985.405,3,3,20,3,19,18,8.0,761.67,28.60641721869480,Yes,56.83239034589560,65.30186545334660,346.40624420075800,Good,319
50,Mechanic,29605.9,2579.1583333333300,8,6,16,3,16,8,8.0,786.55,36.55791340400010,Yes,53.92845731545350,160.2968777972810,323.69049822059900,Standard,373
23,Scientist,27131.57,2273.964166666670,4,4,11,2,15,15,8.0,783.37,31.255060920548700,,23.084658960852900,32.20387166839880,412.10788603741500,Standard,213
28,Writer,16439.24,1433.936666666670,8,5,4375,2,11,12,6.0,699.36,28.21059078431150,Yes,25.14660818203630,53.31343437775500,354.93362410687500,Standard,87
25,Manager,17142.64,1200.5533333333300,8,10,29,6,15,9,10.0,1595.91,26.508060338640600,Yes,80.98261107772720,136.42773019121700,192.64499206438900,Poor,119
44,Accountant,19911.77,1833.3141666666700,5,5,17,7,8,15,6.0,2141.86,30.550420618824000,Yes,95.50358440605990,164.38205169826300,213.4457805623440,Standard,238
39,Engineer,94529.82,8153.485,3,5,10,0,21,14,8.0,731.94,37.85913733249990,Yes,0.0,994.7363375984530,110.61216240154700,Good,320
21,Lawyer,22019.77,1790.980833333330,0,5,8,3,28,0,4.0,1467.8,33.41446160070810,No,42.07563552633860,104.99617954473600,322.0262682622590,Standard,255
39,Writer,38095.16,3387.596666666670,9,6,1100,2,26,15,9.0,2695.77,31.23539650037220,,59.76101723177780,348.9449015248690,220.0537479100200,Poor,97
43,Accountant,57153.63,4641.8025,4,4,9,2,18,10,2.0,529.63,41.11333554641900,Yes,86.21990832225460,175.0089422971300,492.95139938061500,Standard,193
25,Journalist,60787.32,4850.61,6,6,28,8,61,21,8.0,4851.34,35.39128604348720,,279.4056538871740,306.0420083966580,169.61333771616800,Poor,20
21,Manager,42031.09,3762.590833333330,2,1,8,3,2,3,2.0,83.55,32.39742794440760,No,66.50617973071180,28.50781577949370,521.245087823128,Good,201
35,Teacher,168647.08,14098.923333333300,2,5,1,2,10,1,0.0,1420.72,28.597695652469400,No,242.29645350824500,1179.6092103017800,267.9866695233060,Good,309
22,Doctor,126026.19,10704.1825,0,7,2,3,13,3,4.0,1475.49,27.907124035188600,,250.11697198638600,,373.8483972584340,Standard,358
21,Media_Manager,18053.32,1231.4433333333300,5,6,13,7,15,10,7.0,1262.85,34.98508679757980,,57.00609769489360,150.5823293840400,205.55590625440000,Standard,83
44,Accountant,39225.32,3265.776666666670,8,5,23,2,15,19,12.0,2057.89,33.8830606212959,Yes,37.03676632658650,104.58801807642700,454.95288226365400,Poor,105
48,Developer,119321.84,9694.486666666670,3,5,19,4,23,19,1.0,149.44,42.47842721086830,No,344.57814529285300,241.92390511419000,622.9466162596230,Standard,221
50,Journalist,28315.95,2415.6625,4,7,10,2,8,8,4.0,677.4,29.03826901071150,No,30.230996271640100,306.37431653544600,194.96093719291400,Good,241
27,Engineer,40334.7,3313.225,9,7,26,2,59,17,11.0,1274.12,36.408748772997600,Yes,45.34140136924080,220.2679020758920,345.71319655486700,Poor,176
40,Engineer,17594.015,1657.1679166666700,0,3,11,0,2,8,0.0,576.75,39.996320904557700,No,0.0,43.07411744780000,382.64267421886700,Good,335
42,Scientist,29386.9,2236.9083333333300,4,4,27,6,28,15,12.0,2127.78,32.117741704320500,Yes,100.48637479856900,79.00013176170650,304.20432677305800,Standard,205
28,Accountant,44308.67,3519.3891666666700,5,3,9,0,12,9,9.0,1394.14,27.39904567990550,No,0.0,122.39157509805500,479.5473415686120,Good,237
41,Journalist,118988.19,9680.6825,5,3,3,3,1,7,1.0,707.24,36.219378862799200,No,198.14710996805800,264.42921264862300,785.4919273833190,Standard,374
39,Architect,27217.23,2057.1025,3,5,11,7,4,16,11.0,901.34,22.032899620808100,Yes,145.7568677467820,124.21386007375500,205.739522179463,Standard,158
22,Engineer,7019.435,711.9529166666670,137,5,20,6,28,9,5.0,328.81,38.00049497780980,Yes,25.239874554705600,20.25165089999500,295.7037662119660,Standard,82
24,Engineer,14688.84,1144.07,4,6,18,1,15,15,4.0,1459.05,34.90683022266610,No,8.439815424520500,,285.4886837361170,Standard,241
31,Mechanic,130289.46,10677.455,0,4,3,1,3,3,0.0,1175.61,45.23297622066710,No,76.06073445297400,141.97501136489700,1089.7097541821300,Good,336
31,Lawyer,65383.72,5522.6433333333300,8,10,19,2,15,10,16.0,2561.12,40.3863722943174,Yes,70.76315845790280,142.8620620682570,598.6391128071730,Standard,194
40,Entrepreneur,19278.72,1367.5600000000000,10,10,22,6,45,22,10.0,3036.1,38.75122992662590,,71.89556886649930,165.04744837228300,189.81298276121800,Standard,27
15,Developer,21826.18,1579.8483333333300,3,5,7,4,6,20,6.0,72.03,30.68232580734230,,40.763157858838900,102.48308809489200,304.7385873796020,Standard,328
32,Scientist,40035.02,3205.251666666670,9,6,22,9,28,25,10.0,3674.84,28.85632208096360,Yes,216.5099107878950,40.08664706715190,303.92860881162000,Standard,144
45,Manager,8305.15,620.0958333333330,7,5,32,9,51,18,8.0,3816.44,38.11934057779840,Yes,48.915991149039900,61.82778219294300,241.26580999135000,Poor,29
50,Developer,18808.34,1618.361666666670,1,5,10,0,0,10,2.0,1035.88,23.819726599519500,No,0.0,65.57072750413790,376.2654391625290,Standard,270
36,Musician,18350.255,1399.187916666670,5,6,19,5,27,16,5.0,505.97,24.82171795280500,Yes,58.17802473224030,50.70272498178350,321.0380419526430,Standard,125
18,Developer,69428.72,5721.7266666666700,10,8,18,4,40,17,12.0,2474.96,34.89836848837890,,178.0578629312310,319.621719472725,344.49308426271000,Poor,134
54,Journalist,28867.01,2692.5841666666700,2,3,3,0,28,0,1.0,51.54,27.314252997933100,No,0.0,94.57275405984740,424.6856626068190,Poor,229
43,Accountant,147292.28,12261.356666666700,4,3,16,4,27,19,4.0,1133.79,39.453339580162000,No,246.2621914730420,221.42982558542600,1008.4436496082000,Standard,197
23,Musician,17535.65,1490.3041666666700,8,7,29,6,18,15,5.0,1485.54,24.037087884189100,Yes,81.70490745142330,90.92088448276620,246.40462473247700,Poor,242
26,Scientist,40019.64,3049.97,7,6,16,9,18,16,11.0,4187.21,37.01947263963830,Yes,290.972895512525,121.01094546291900,143.0131590245560,Standard,156
48,Writer,106598.84,8639.236666666670,8,7,13,4,27,12,5.0,1454.48,25.068036519962300,No,320.89295147700200,333.07711042036200,459.9536047693020,Good,349
32,Doctor,82892.4,6685.7,7,9,29,9,20,24,7.0,3885.46,35.979433983214500,Yes,432.5257530425990,61.89737285543480,414.14687410196700,Poor,147
52,Media_Manager,72195.24,6270.27,3,7,5,1,9,8,7.0,1248.19,30.28910475013210,Yes,47.06610258682530,534.2816169590120,335.6792804541620,Standard,255
42,Lawyer,31200.24,2588.02,2,3,1,,10,5,4.0,14.34,35.18190175964740,No,71.67124256919060,213.38596101841800,263.7447964123920,Good,278
31,,33669.7,3077.808333333330,5,7,14,6,4,15,4.0,795.19,26.01291588060000,Yes,159.99009700062900,272.05605235866300,165.7346839740420,Standard,169
45,Lawyer,33427.13,2708.5941666666700,4,2,4,0,4,6,4.0,828.32,26.57410701271350,No,0.0,119.29062132174700,431.56879534492,Good,365
19,Doctor,117639.92,9727.326666666670,5,6,1,2,0,7,2.0,338.3,32.87185347270600,No,126.63845331448300,534.0885271982650,592.0056861539200,Good,299
32,Entrepreneur,22233.98,1933.831666666670,5,6,3,4,8,0,2.0,1320.47,38.6121389537696,No,39.59802419086020,49.939054875122000,353.8460876006850,Standard,346
34,Developer,58166.6,5117.216666666670,6,8,28,9,26,15,9.0,3331.54,33.33031279495380,Yes,319.1136390091480,458.44983242596200,4.158195231556930,Poor,100
20,Writer,78006.32,6399.526666666670,9,5,23,6,34,19,12.0,4799.54,31.840013644583300,Yes,274.43341823294500,139.10057721897800,466.41867121474400,Standard,13
43,Accountant,22224.03,2145.0025,8,5,20,4,23,16,8.0,1418.03,38.63078904504110,Yes,56.92474699115130,18.638972629506600,378.9365303793420,Standard,88
55,Musician,51150.64,4024.5533333333300,8,5,17,3,28,19,2.0,1228.48,33.640962327022900,Yes,127.24919758383700,90.66697483679610,434.53916091270100,Standard,328
17,Entrepreneur,18608.17,1774.680833333330,7,8,30,6,24,17,11.0,4228.95,33.870743095823200,Yes,55.154821207596100,150.74887391586200,241.5643882098750,Standard,111
39,Journalist,19051.66,1560.638333333330,10,8,15,6,62,17,10.0,2655.37,38.933559468411300,Yes,72.04462182294990,,241.84472166743000,Standard,47
41,Entrepreneur,25856.84,1978.736666666670,3,7,1,3,12,15,5.0,586.46,25.46607027485930,No,58.726466021230700,32.275263420524000,356.871937224912,Standard,214
45,Developer,18464.08,1688.6733333333300,8,7,8,7,27,20,5.0,2584.22,39.93416806643960,Yes,95.71838286217660,77.12144166498530,286.02750880617100,Standard,79
39,Engineer,10395.46,1160.2883333333300,6,8,5697,9,54,25,9.0,1781.57,28.877951580555600,Yes,68.93438310792590,63.56738215813030,273.5270680672770,Poor,170
37,Accountant,138715.04,11841.586666666700,5,3,15,1,29,15,2.0,551.75,41.51812067589170,Yes,71.74642024652010,104.81715474624100,1247.5950916739100,Standard,245
40,Entrepreneur,103744.83,8398.4025,6,6,18,3,28,19,2.0,484.98,31.694907102558700,No,160.97039103776100,681.5665814915190,277.30327747072000,Standard,321
19,Architect,30355.01,2525.5841666666700,4,2,2,1,11,4,2.0,820.04,38.58862042846610,No,20.51068135774850,87.07281988596410,394.97491542295400,Good,341
20,Accountant,22120.69,1809.390833333330,7,4,14,6,22,8,7.0,67.23,27.850202226273900,Yes,11070.0,,298.79614402498200,Standard,155
32,Scientist,49768.71,4045.3925,7,5,18,6,22,10,11.0,1428.04,28.008781871261400,Yes,225.69349086694700,50.036548100607600,368.80921103244600,Poor,174
18,Mechanic,59703.75,4787.3125,7,9,17,9,48,12,8.0,4254.78,35.58402755594420,,410.249479600694,158.07350853397500,160.40826186533100,Standard,35
51,Developer,97889.1,8205.425,1,7,9,3,4,2,3.0,1334.64,26.990941553125300,No,132.44385815170500,625.0411311977250,353.0575106505700,Standard,215
16,Accountant,17509.0,1657.083333333330,10,9,20,4,21,18,11.0,2421.12,36.01132721721230,Yes,48665.0,199.96389314063900,201.86372696605400,Poor,178
18,Teacher,67503.36,5542.28,7,5,18,1,12,16,1.0,323.93,36.47968881157510,,36.81702733061370,357.20770449152300,430.2032681778640,Standard,229
24,Musician,35366.38,2816.1983333333300,9,5,29,8,24,23,8.0,4456.34,25.0204075979778,Yes,140.7618721665130,221.715099540145,199.14286162667500,Standard,122
40,Mechanic,40806.35,3618.5291666666700,3,7,12,2,7,5,3.0,595.2,38.279369662218500,No,44.197868606821900,147.03539791998000,450.6196501398650,Poor,373
32,Scientist,45472.95,3676.4125,9,6,18,5,50,18,9.0,1814.78,27.602424602096900,Yes,119.62574760483000,136.23603970181900,361.779462693351,Standard,201
14,Architect,56531.6,4643.966666666670,7,6,23,6,18,25,6.0,3750.42,36.91106336070160,Yes,192.89332973948600,252.12905115968100,279.37428576749900,Poor,142
37,Doctor,40174.36,3638.863333333330,5,3,12,2,8,20,1.0,539.96,38.75729548072250,Yes,64.401314509871,212.10806731011400,347.3769515133490,Good,221
34,Scientist,76891.0,6248.655841021580,6,7,19,4,56,21,12.0,1999.24,25.08955319791360,Yes,362.184651962012,553.8359873235840,243.96518635949000,Standard,175
29,Doctor,13511.76,1237.98,6,6,18,4,11,13,2.0,97.99,25.821040946958000,No,25.03786650052820,118.734382313892,270.0257511855800,Standard,283
40,Teacher,112202.72,9144.226666666670,4,3,19,3,5,12,4.0,455.29,32.738893597568500,Yes,223.8923924343460,943.6397642404370,26.890509991884100,Standard,262
39,Lawyer,74063.28,6201.94,3,6,1508,2,9,18,10.0,1040.09,41.66438749471860,,117.43613984826000,260.8532586189170,521.9046015328240,Standard,218
37,Teacher,107595.68,8704.306666666670,8,4,13,4,6,20,8.0,225.86,35.23583020221420,Yes,346.14312101743900,473.8186999331610,330.4688457160670,Standard,129
39,Engineer,60437.28,4948.44,6,4,8,4,21,8,8.0,2133.53,25.53464035061710,,129.38746282892200,289.1589892072580,356.29754796382,Poor,200
23,Media_Manager,29663.44,2676.953333333330,5,6,18,2,6,10,1521.0,598.51,25.43992791014180,Yes,49.345911266595000,,309.7889800794740,Standard,203
14,Lawyer,23445.47,1870.789166666670,4,5,18,6,5,16,5.0,1455.88,35.93548610794110,Yes,109.79214009301500,166.45300572418900,200.83377084946200,Standard,188
45,Lawyer,19427093.0,5280.431666666670,3,5,4,2,4,15,3.0,677.68,34.493700671407300,No,82.29577727815090,62.649635081989000,623.0977543065270,Good,367
40,Writer,105950.76,8905.23,6,5,12,1,21,17,8.0,746.19,29.921991161204100,No,46.54472119383620,216.43019565470200,867.5480831514620,Standard,361
40,Teacher,130435.86000000000,10623.655,4,6,9,2,17,0,0.0,942.71,34.05613000661720,No,188.18613322151200,1070.730679227030,93.44868755146020,Standard,358
44,Teacher,31172.1,2600.675,6,10,16,5,58,23,7.0,3912.19,34.09889755234220,Yes,106.0456041544090,71.65919253552640,352.3627033100650,Standard,122
16,Developer,36776.48,2836.706666666670,6,5,20,,62,16,11.0,2418.37,25.09149042052410,,105.91828209412100,264.91323641510900,202.839148157437,Poor,178
34,Entrepreneur,44793.34,3677.778333333330,0,5,3,0,6,3,3.0,585.77,34.810305855453100,No,0.0,267.09424702695900,390.6835863063740,Good,302
33,Developer,142285.72,11841.143333333300,2,3,1,3,15,0,4.0,1135.31,37.2348469419654,No,268.20870021401600,265.49332692540500,890.4123061939120,Good,387
39,Manager,20062.86,1433.905,7,7,17,1,14,13,0.0,769.51,39.39559112151760,Yes,8.561280959665340,128.91652108937700,295.91269795095700,Standard,200
44,Teacher,14638.54,1134.878333333330,6,9,17,8,45,20,14.0,3201.91,37.55926353618590,Yes,80.00617264982490,44.69070234095680,278.79095834255200,Poor,148
17,Musician,57377.16,4651.43,9,5,34,6,41,19,8.0,1872.78,27.542469067651600,Yes,284.1447939019350,146.93472054692400,294.06348555114100,Poor,75
47,Accountant,38391.66,2921.3050000000000,4,1,1,1,1,2,5.0,271.61,29.615359712341200,No,24.362192648400200,213.17046215080200,334.59784520079800,Standard,294
51,Entrepreneur,36137.59,2876.465833333330,3,4,2,4,6,0,2.0,1261.71,23.190919150718500,No,73.14084220712400,38.42523111423530,416.080510011974,Good,329
20,Developer,120986.25,10288.1875,3,4,5,1,4,2,0.0,1010.15,31.90882292216050,No,53.7822847857429,1006.0187684361900,249.01769677806400,Good,262
17,Musician,18980.76,1749.7300000000000,7,5,15,7,41,20,7.0,4561.34,27.759667731909700,Yes,102.98964238186700,116.11786535175900,235.86549226637400,Poor,10
19,Engineer,70414.1,6112.841666666670,2,3,9,4,9,10,4.0,422.72,37.74508577612910,No,41749.0,51.891755263190800,578.3087656577640,Good,281
16,Writer,58012.88,5023.406666666670,70,4,8,6,12,16,5.0,168.33,26.4358423332268,Yes,181.02658250105500,149.81392708513700,421.5001570804740,Standard,224
18,Developer,42803.10000000000,3628.925000000000,5,7,22,4,27,20,11.0,2394.23,34.02485797923960,Yes,45529.0,70.51883094949950,468.58588965854000,Poor,208
36,Doctor,37485.37,3342.7808333333300,5,6,1,0,3,2,4.0,339.17,35.188340187161300,No,0.0,129.23544185698600,465.0426414763480,Good,217
25,Entrepreneur,32928.14,2948.0116666666700,0,2,5,0,10,0,5.0,929.04,33.89946926356560,No,0.0,149.1397544099440,425.6614122567230,Standard,362
21,Developer,9691.165,689.5970833333330,8,6,28,6,43,11,7.0,1653.14,36.28509533179150,Yes,38.46153447383690,38.6908040788637,261.8073697806330,Standard,232
33,Lawyer,44261.65,3757.4708333333300,4,1,5,1,3,12,2.0,452.2,39.58726113842870,No,20.12006645241380,143.0364260367620,462.5905908441580,Good,357
29,Scientist,19801.99,1625.1658333333300,3,3,17,4,24,17,7.0,2010.01,36.27291618932180,Yes,52.36934009286220,41.6910641360116,308.45617910446000,Standard,241
39,Scientist,23756.68,1730.7233333333300,8,7,7,0,25,14,2.0,612.93,30.146581202130100,Yes,0.0,72.71221686374700,390.3601164695860,Standard,245
36,Writer,76082.25,6082.1875,6,5,13,3,7,17,4.0,847.11,30.10666771586130,Yes,186.464782863576,87.0683776982385,574.6855894381850,Standard,392
39,Architect,42956.58,3665.715,5,3,2,0,14,8,4.0,541.7,40.38960266254430,No,0.0,30.209607365702600,576.3618926342970,Good,266
28,Lawyer,24613.73,2269.1441666666700,8,3,11,3,14,8,4.0,637.25,33.670868549923000,,56.501456292625100,73.00691952167270,347.4060408523690,Good,303
49,Musician,162259.96,13239.663333333300,1,5,6,4,6,1,2.0,187.05,37.3177240745849,,343.57787391078700,480.3833676161710,750.0050918063750,Good,206
22,Manager,14403.86,1032.3216666666700,4,4,13,0,25,10,4.0,1431.62,27.38823220215850,Yes,0.0,61.30343479534420,331.9287318713230,Standard,380
15,Doctor,18719.74,1843.9783333333300,8,3,32,2,7,10,13.0,1737.35,30.09460495897140,Yes,21.59014347532970,76.57162870196730,336.2360611560360,Standard,136
46,Musician,31029.7,2519.808333333330,6,7,4,4,23,14,1.0,1157.08,34.01635571799320,No,96.4699650072652,23.82014665300490,371.69072167306300,Good,232
43,Architect,29062.92,2318.91,6,3,8,1,27,13,4.0,50.19,25.7655096070954,Yes,14.516223126712500,150.33909132713800,327.03568554615000,Poor,248
18,Scientist,33349.63,2925.1358333333300,4,1,3,2,14,4,2.0,248.58,32.781570404541000,No,45.898363623626600,240.16620613996300,296.4490135697430,Good,221
24,Engineer,14839.245,1147.60375,3,2,10,2,15,7,3.0,1408.61,33.476059922396100,,13.418114135464700,58.92559834324870,332.41666252128700,Good,356
22,Scientist,18743.8,1550.9833333333300,4,7,24,3,7,15,6.0,2019.55,38.42564633992190,Yes,44.763521399341800,59.675166290982900,340.6596456430090,Poor,134
32,Lawyer,34612.26,2745.355,3,5,6,2,4,7,1.0,122.92,31.61815977345690,No,40.56403429708100,67.70524023963660,416.2662254632820,Good,192
41,Lawyer,44678.57,3502.214166666670,3,6,9,,8,10,2.0,834.0,33.08566826251740,No,25.1578663277876,27.2457339473431,537.817816391536,Poor,362
42,,85494.5,7336.541666666670,1,4,3,1,3,6,1.0,1351.71,37.03542919031440,No,35.745250709644100,207.03158530298800,750.8773306540350,Standard,185
38,,39136.42,3512.3683333333300,4,3,4,0,13,0,2.0,493.42,26.217075026820000,No,0.0,277.8841751581590,363.3526581751750,Standard,206
14,Writer,7005.93,835.8275,10,7,30,6,21,9,9.0,1703.39,38.65961272726600,Yes,18.672909361455400,47.448283535735500,307.46155710280900,Poor,136
47,Writer,13982.725,931.2270833333330,7,6,12,4,8,17,4.0,1458.61,26.95190606947390,Yes,37.983362942412500,78.7859966899862,256.35334870093500,Standard,356
22,Writer,20521.75,1632.145833333330,3,4,16,4,7,9,6.0,306.23,28.591280508901600,Yes,48.11081429861570,137.08656183493600,268.0172071997820,Standard,135
52,Musician,42274.96,3284.913333333330,3,7,208,0,12,5,2.0,703.05,28.16150858628160,No,0.0,140.37938108279300,478.11195225054100,Good,374
23,,41026.38,3166.865,5,7,9,6,9,19,7.0,1241.69,34.216969531261600,Yes,181.8040226597810,111.52898815112700,283.3534891890920,Standard,154
34,Teacher,7708.69,379.39083333333300,8,6,25,5,57,16,11.0,4147.58,35.136649071969300,Yes,26.588314314046900,15.370842940423300,245.97992607886300,Standard,20
56,Writer,126615.04,10726.253333333300,3,4,12,0,27,14,4.0,1468.46,32.676249198690200,No,0.0,409.567061449712,943.0582718836210,Standard,357
31,Musician,26794.85,2371.9343312278500,4,7,18,7,6,16,5.0,1484.37,34.80032679181090,Yes,148.8925603585950,194.50325212164100,160.46443962525100,Standard,156
38,Mechanic,54236.86,4427.738333333330,3,1416,7,0,25,14,4.0,1126.89,37.12124270463390,No,80324.0,92.18232446316490,590.5915088701690,Standard,218
23,Manager,19253.6,1823.4666666666700,8,6,18,9,47,18,13.0,3671.25,23.209908071856700,,125.9126095331720,,238.26006977516900,Poor,58
23,Accountant,40108.06,3554.338333333330,10,6,17,4,20,9,13.0,1325.46,24.49678086690500,Yes,121.26118424851200,220.53445195343100,273.6381971313910,Poor,129
32,Mechanic,14313.74,1334.8116666666700,7,6,31,,38,17,15.0,4050.69,35.64987453930430,Yes,42.015066735495400,110.94003759909800,270.52606233207300,Standard,140
30,Mechanic,9956.155,780.6795833333330,7,10,34,5,26,20,11.0,4277.82,31.588356631723200,Yes,38.86248875949630,69.22816897741530,259.97730059642200,Poor,100
36,Engineer,17955.38,1428.281666666670,3,7,3,1,3,9,0.0,153.48,38.86740554602460,No,12.115802575917000,48.84793654668990,371.86442754406000,Good,266
27,Writer,43755.33,3828.2775,0,4,2388,0,2,9,1.0,1282.77,39.42900044142270,No,0.0,97.20445776498590,545.6232922350140,Good,348
25,Manager,18158.33,1325.1941666666700,7,9,25,4,28,16,11.0,1401.91,29.9140057565742,Yes,39.76786259442180,135.51944000998700,247.23211406225800,Poor,211
29,Architect,37827.77,3116.314166666670,4,1,5,3,4,8,2.0,271.88,39.250477949582300,No,91.6368839965363,43.81332592532780,426.18120674480300,Good,382
31,Entrepreneur,30661.16,2338.096666666670,4,5,15,,14,17,5.0,1346.55,23.404550327275400,Yes,52.38766844121760,247.04282033951900,224.3791778859300,Standard,258
43,Teacher,41122.99,3661.915833333330,2,3,7,1,2,0,1.0,439.94,35.56527612204670,No,29.87624053915000,339.25672466141100,287.05861813277200,Good,311
49,Engineer,28074.06,2139.505,1,6,1,1,8,5,0.0,577.79,23.540330101861900,No,15.500162919248400,256.81186964414700,231.63846743660500,Good,376
16,Scientist,9670.15,733.8458333333330,8,6,19,5,54,20,11.0,3566.81,23.89689600787480,,35.31974339313970,67.040454752098,251.0243851880960,Poor,55
